번호,종목명,평가액(억 원),자산군 내 비중(퍼센트),지분율(퍼센트),기준일
1,삼성전자,398413,22,8.52,2021
2,SK하이닉스,86696,4.49,9.09,2021
3,NAVER,55368,2.92,8.92,2021
4,현대차,36211,2.1,8.11,2021
5,삼성SDI,36157,2.12,8.03,2021
6,삼성바이오로직스,35172,2.81,5.89,2021
7,카카오,35065,2.36,6.99,2021
8,LG화학,29246,2.04,6.74,2021
9,기아,27398,1.57,8.22,2021
10,현대모비스,22467,1.13,9.33,2021
11,POSCO,22188,1.13,9.27,2021
12,KB금융,20815,1.08,9.1,2021
13,LG전자,18654,1.06,8.26,2021
14,SK이노베이션,18364,1.04,8.33,2021
15,셀트리온,17966,1.31,6.58,2021
16,신한지주,16833,0.89,8.85,2021
17,삼성물산,15735,1.05,7.08,2021
18,SK,15667,0.88,8.42,2021
19,삼성전기,15413,0.69,10.45,2021
20,크래프톤,15014,1.06,6.67,2021
21,카카오뱅크,12362,1.32,4.41,2021
22,LG생활건강,12118,0.81,7.07,2021
23,SK텔레콤,12066,0.6,9.52,2021
24,엔씨소프트,11894,0.66,8.43,2021
25,하나금융지주,11689,0.59,9.26,2021
26,하이브,10903,0.68,7.55,2021
27,KT,10094,0.38,12.63,2021
28,고려아연,9438,0.45,9.79,2021
29,LG이노텍,9294,0.41,10.79,2021
30,KT&G,9123,0.51,8.41,2021
31,삼성화재,8897,0.45,9.3,2021
32,LG,8782,0.6,6.9,2021
33,한국전력,8384,0.67,5.91,2021
34,우리금융지주,8296,0.44,8.97,2021
35,SK스퀘어,8213,0.44,8.74,2021
36,SK바이오사이언스,8184,0.81,4.75,2021
37,S-Oil,7676,0.45,7.96,2021
38,삼성에스디에스,7665,0.57,6.33,2021
39,삼성생명,7603,0.6,5.93,2021
40,대한항공,7564,0.48,7.41,2021
41,카카오페이,7410,1.08,3.22,2021
42,CJ제일제당,7259,0.27,12.44,2021
43,포스코퓨처엠,6533,0.53,5.86,2021
44,두산에너빌리티,6158,0.58,5.79,2021
45,현대글로비스,6092,0.3,9.67,2021
46,SK아이이테크놀로지,6038,0.56,5.04,2021
47,LG디스플레이,6008,0.41,6.83,2021
48,SKC,5923,0.31,8.96,2021
49,HMM,5923,0.62,4.5,2021
50,롯데케미칼,5746,0.35,7.73,2021
51,넷마블,5554,0.51,5.17,2021
52,아모레퍼시픽,5537,0.46,5.67,2021
53,유한양행,5460,0.21,12.56,2021
54,LG유플러스,5387,0.28,9.07,2021
55,한화솔루션,5279,0.32,7.77,2021
56,한국금융지주,5084,0.21,11.3,2021
57,현대건설,4912,0.23,9.92,2021
58,현대중공업,4656,0.4,5.51,2021
59,이마트,4569,0.2,10.85,2021
60,기업은행,4495,0.36,5.86,2021
61,한솔케미칼,4468,0.16,12.9,2021
62,삼성증권,4455,0.19,11.11,2021
63,코웨이,4443,0.26,8.09,2021
64,GS건설,4297,0.16,12.68,2021
65,SK바이오팜,4120,0.36,5.41,2021
66,현대제철,4062,0.26,7.42,2021
67,DB하이텍,3991,0.15,12.36,2021
68,F&F,3976,0.34,5.49,2021
69,HD한국조선해양,3945,0.32,5.89,2021
70,일진머티리얼즈,3935,0.29,6.32,2021
71,삼성엔지니어링,3875,0.21,8.63,2021
72,DB손해보험,3775,0.18,9.88,2021
73,미래에셋증권,3739,0.26,6.8,2021
74,삼성전자우,3710,0,0.63,2021
75,현대차2우B,3538,0,9.6,2021
76,BNK금융지주,3496,0.13,12.77,2021
77,한온시스템,3460,0.34,4.82,2021
78,HD현대,3426,0.2,8.08,2021
79,금호석유,3408,0.24,6.74,2021
80,HL만도,3382,0.14,11.36,2021
81,강원랜드,3366,0.24,6.54,2021
82,키움증권,3358,0.13,11.97,2021
83,KCC,3287,0.13,11.74,2021
84,오리온,3267,0.19,7.98,2021
85,한국가스공사,3235,0.17,8.96,2021
86,신세계,3189,0.12,12.75,2021
87,한국타이어앤테크놀로지,3128,0.23,6.36,2021
88,DL이앤씨,2993,0.11,12.99,2021
89,한미약품,2845,0.16,8.54,2021
90,메리츠금융지주,2821,0.28,4.78,2021
91,한화에어로스페이스,2804,0.11,11.54,2021
92,두산밥캣,2771,0.19,6.78,2021
93,제일기획,2767,0.12,10.53,2021
94,두산퓨얼셀,2749,0.15,8.74,2021
95,삼성중공업,2749,0.23,5.51,2021
96,NH투자증권,2720,0.17,7.33,2021
97,GS리테일,2717,0.15,8.54,2021
98,메리츠화재,2658,0.19,6.57,2021
99,한전기술,2640,0.15,8.13,2021
100,GS,2617,0.17,7.2,2021
101,현대해상,2603,0.1,12.69,2021
102,호텔신라,2498,0.14,8.16,2021
103,메리츠증권,2497,0.17,7.11,2021
104,롯데정밀화학,2485,0.09,12.84,2021
105,씨에스윈드,2485,0.13,8.97,2021
106,OCI,2418,0.12,9.75,2021
107,현대위아,2404,0.1,11.06,2021
108,CJ대한통운,2362,0.14,8.22,2021
109,현대미포조선,2311,0.13,8.27,2021
110,한국항공우주,2298,0.15,7.26,2021
111,LS,2265,0.08,13,2021
112,두산,2138,0.09,10.96,2021
113,에스원,2124,0.13,7.56,2021
114,SK케미칼,2108,0.12,8.03,2021
115,펄어비스,2104,0,2.3,2021
116,효성,2097,0.09,10.51,2021
117,LS ELECTRIC,2077,0.08,12.41,2021
118,효성첨단소재,2067,0.13,7.74,2021
119,LIG넥스원,2049,0.07,13.58,2021
120,DGB금융지주,2040,0.07,12.86,2021
121,영원무역,2039,0.09,10.54,2021
122,한전KPS,2018,0.08,11.63,2021
123,현대백화점,2016,0.08,11.47,2021
124,농심,1966,0.09,10.15,2021
125,후성,1963,0.1,9.17,2021
126,엘앤에프,1894,0,2.45,2021
127,포스코인터내셔널,1845,0.13,6.66,2021
128,카카오게임즈,1839,0,2.61,2021
129,CJ,1817,0.11,7.47,2021
130,현대오토에버,1814,0.18,4.79,2021
131,휠라홀딩스,1810,0.1,8.31,2021
132,위메이드,1791,0,3.02,2021
133,효성티앤씨,1789,0.11,7.93,2021
134,한화시스템,1788,0.14,5.92,2021
135,HDC현대산업개발,1767,0.07,11.71,2021
136,맥쿼리인프라,1766,0.27,3.11,2021
137,한화,1765,0.11,7.5,2021
138,녹십자,1749,0.12,6.87,2021
139,에스티팜,1724,0,6.64,2021
140,하이트진로,1717,0.1,8.12,2021
141,한미사이언스,1667,0.18,4.57,2021
142,한샘,1653,0.1,7.59,2021
143,BGF리테일,1647,0.12,6.55,2021
144,솔루스첨단소재,1644,0.13,6.02,2021
145,쌍용C&E,1636,0.18,4.21,2021
146,아모레G,1598,0.17,4.37,2021
147,삼성카드,1584,0.17,4.34,2021
148,천보,1539,0,4.41,2021
149,코오롱인더,1528,0.09,7.83,2021
150,JB금융지주,1517,0.08,9.22,2021
151,팬오션,1513,0.14,5.23,2021
152,셀트리온헬스케어,1418,0,1.14,2021
153,한미반도체,1395,0.09,7.45,2021
154,한진칼,1387,0.19,3.39,2021
155,LG화학우,1349,0,6.11,2021
156,이노션,1326,0.05,11.97,2021
157,대우건설,1307,0.11,5.45,2021
158,한화생명,1302,0.12,5.11,2021
159,더존비즈온,1291,0.1,5.82,2021
160,리노공업,1283,0,4.24,2021
161,코스맥스,1279,0.05,12.89,2021
162,대웅제약,1267,0.08,7.39,2021
163,현대로템,1251,0.11,5.51,2021
164,에스디바이오센서,1237,0.27,2.14,2021
165,PI첨단소재,1235,0.08,7.63,2021
166,현대엘리베이,1226,0.08,7.29,2021
167,동서,1224,0.15,3.96,2021
168,JYP Ent.,1193,0,6.63,2021
169,에코프로비엠,1159,0,1.06,2021
170,롯데지주,1143,0.15,3.64,2021
171,신세계인터내셔날,1142,0.05,10.99,2021
172,에코프로,1141,0,4.05,2021
173,롯데관광개발,1133,0.06,9.32,2021
174,아프리카TV,1129,0,4.85,2021
175,효성화학,1126,0.05,11.63,2021
176,종근당,1120,0.06,8.83,2021
177,롯데칠성,1086,0.06,8.77,2021
178,에스엠,1085,0,6.16,2021
179,동국제강,1069,0.07,7.05,2021
180,명신산업,1064,0.07,6.74,2021
181,DL,1064,0.06,8.33,2021
182,화승엔터프라이즈,1045,0.05,10.24,2021
183,에스엘,1045,0.07,6.95,2021
184,한화오션,1034,0.12,4.18,2021
185,한세실업,1027,0.04,11.7,2021
186,동진쎄미켐,991,0,3.78,2021
187,SBS,954,0.04,10.59,2021
188,제이콘텐트리,945,0.05,9.46,2021
189,심텍,938,0,6.45,2021
190,이오테크닉스,935,0,6.35,2021
191,대상,934,0.04,11.57,2021
192,컴투스,929,0,4.57,2021
193,오뚜기,925,0.08,5.52,2021
194,와이지엔터테인먼트,916,0,8.92,2021
195,동아쏘시오홀딩스,915,0.03,12.53,2021
196,테스나,911,0,12.35,2021
197,한올바이오파마,906,0.05,8.24,2021
198,현대차우,881,0,3.67,2021
199,녹십자홀딩스,879,0.06,6.88,2021
200,오스템임플란트,876,0,4.3,2021
201,한섬,860,0.04,9.81,2021
202,유진테크,853,0,7.2,2021
203,대덕전자,848,0.06,6.89,2021
204,에스에프에이,846,0,6.54,2021
205,대한유화,844,0.06,7.1,2021
206,지씨셀,843,0,5.25,2021
207,지누스,843,0.06,6.92,2021
208,SK네트웍스,828,0.06,6.64,2021
209,레고켐바이오,806,0,5.96,2021
210,한국단자,802,0.04,10.09,2021
211,풍산,791,0.04,9.06,2021
212,대웅,786,0.09,4.35,2021
213,덕산네오룩스,782,0,5.6,2021
214,하나투어,768,0.05,7.38,2021
215,아이에스동서,764,0.06,5.59,2021
216,롯데쇼핑,763,0.12,3.09,2021
217,스튜디오드래곤,756,0,2.77,2021
218,한국콜마,755,0.04,8.2,2021
219,더블유게임즈,751,0.05,7.06,2021
220,코리안리,750,0.05,6.74,2021
221,한국앤컴퍼니,750,0.07,5.03,2021
222,솔브레인,747,0,3.45,2021
223,쿠쿠홈시스,746,0.04,8.48,2021
224,현대두산인프라코어,743,0.07,5.31,2021
225,하나머티리얼즈,729,0,5.88,2021
226,LX인터내셔널,728,0.05,7.1,2021
227,티와이홀딩스,728,0.05,6.42,2021
228,현대그린푸드,727,0.04,8.68,2021
229,아시아나항공,721,0.07,4.85,2021
230,휴켐스,720,0.04,7.61,2021
231,원익IPS,717,0,3.46,2021
232,이녹스첨단소재,715,0,7.89,2021
233,코스모신소재,671,0.07,4.83,2021
234,한화투자증권,669,0.06,4.88,2021
235,메드팩토,663,0,5.52,2021
236,CJ ENM,660,0,2.17,2021
237,오스코텍,659,0,5.96,2021
238,세방전지,646,0.05,6.08,2021
239,SK가스,631,0.06,5.36,2021
240,진에어,628,0.04,7.21,2021
241,컴투스홀딩스,612,0,3.9,2021
242,현대홈쇼핑,608,0.04,8,2021
243,다우기술,607,0.05,5.94,2021
244,동원시스템즈,599,0.07,4.01,2021
245,제주항공,593,0.04,6.77,2021
246,경동나비엔,592,0.04,7.4,2021
247,NHN(무상),592,0,0,2021
248,NHN,586,0.08,6.66,2021
249,GKL,581,0.04,7.14,2021
250,엔켐,566,0,3.74,2021
251,영풍,565,0.06,4.69,2021
252,파크시스템스,565,0,5.36,2021
253,알테오젠,563,0,1.76,2021
254,삼강엠앤티,552,0,7.05,2021
255,SNT모티브,547,0.03,7.95,2021
256,KCC글라스,543,0.05,5.67,2021
257,SK디스커버리,541,0.04,6.13,2021
258,오리온홀딩스,528,0.05,5.29,2021
259,동원F&B,515,0.04,6.86,2021
260,해성디에스,514,0.04,6.2,2021
261,유니드,507,0.04,5.68,2021
262,피에스케이,506,0,6.49,2021
263,동아에스티,504,0.03,8.33,2021
264,파마리서치,501,0,6.05,2021
265,상아프론테크,501,0,5.99,2021
266,부광약품,491,0.04,5.36,2021
267,메가스터디교육,489,0,5,2021
268,롯데정보통신,488,0.03,8.76,2021
269,보령제약,486,0.05,4.85,2021
270,한일시멘트,484,0.07,3.33,2021
271,대신증권,483,0.04,5.1,2021
272,LX세미콘,480,0,1.76,2021
273,일진하이솔루스,475,0.09,2.4,2021
274,삼양홀딩스,468,0.04,5.57,2021
275,휴젤,449,0,2.36,2021
276,원익QnC,444,0,5.91,2021
277,삼성화재우,441,0,8.7,2021
278,현대일렉트릭,441,0.03,6.15,2021
279,SK렌터카,430,0.02,8.88,2021
280,HDC,424,0.03,6.79,2021
281,티씨케이,416,0,2.4,2021
282,KG동부제철,406,0.05,3.83,2021
283,덴티움,394,0.04,5.1,2021
284,풀무원,393,0.03,5.95,2021
285,넥센타이어,392,0.03,5.89,2021
286,태광산업,387,0.05,3.33,2021
287,솔루엠,387,0.05,3.44,2021
288,동양생명,381,0.05,3.58,2021
289,메지온,372,0,1.92,2021
290,롯데리츠,370,0.06,2.74,2021
291,네패스,367,0,4.15,2021
292,셀트리온(배당),366,0,0,2021
293,영진약품,365,0.05,3.77,2021
294,케이씨텍,361,0.02,7.19,2021
295,현대건설기계,360,0.04,4.51,2021
296,코리아써키트,360,0.03,4.88,2021
297,NHN한국사이버결제,355,0,3.24,2021
298,코오롱글로벌,354,0.03,6.22,2021
299,SK디앤디,352,0.03,5,2021
300,대한해운,343,0.04,4.07,2021
301,LG전자우,343,0,3.04,2021
302,서진시스템,342,0,4.21,2021
303,신세계푸드,339,0.01,10.67,2021
304,엠씨넥스,338,0.05,3.27,2021
305,CJ CGV,330,0.04,3.47,2021
306,종근당홀딩스,325,0.02,8.48,2021
307,ESR켄달스퀘어리츠,322,0.06,2.38,2021
308,금호타이어,319,0.06,2.41,2021
309,서흥,318,0.02,6.22,2021
310,하나마이크론,314,0,3.88,2021
311,나노신소재,309,0,4.15,2021
312,한라홀딩스,307,0.02,6.4,2021
313,원익머트리얼즈,302,0,6.76,2021
314,케이카,294,0.08,1.79,2021
315,서울옥션,293,0,5.06,2021
316,이수페타시스,291,0.02,6.29,2021
317,LX하우시스,287,0.03,5.21,2021
318,클래시스,287,0,2.36,2021
319,인트론바이오,286,0,4.02,2021
320,올릭스,285,0,5.07,2021
321,파미셀,282,0.04,3.61,2021
322,신세계 I&C,281,0.02,8.22,2021
323,인텍플러스,278,0,6.75,2021
324,유한양행(무상),272,0,0,2021
325,삼양사,271,0.03,4.19,2021
326,엔케이맥스,270,0,3.21,2021
327,미래에셋생명,269,0.03,3.8,2021
328,한국토지신탁,265,0.03,4.03,2021
329,에이비엘바이오,263,0,2.52,2021
330,테이팩스,262,0.02,6.82,2021
331,비에이치,262,0,3.33,2021
332,인터로조,261,0,7.34,2021
333,셀트리온제약,259,0,0.57,2021
334,롯데렌탈,257,0.07,1.84,2021
335,동원산업,255,0.04,3.05,2021
336,주성엔지니어링,254,0,2.51,2021
337,대주전자재료,242,0,1.47,2021
338,LX홀딩스,239,0.04,3.14,2021
339,영원무역홀딩스,237,0.03,3.72,2021
340,콜마비앤에이치,236,0,2.57,2021
341,유안타증권,232,0.04,2.9,2021
342,쿠쿠홀딩스,230,0.03,3.38,2021
343,효성중공업,230,0.03,4.23,2021
344,삼화콘덴서,230,0.03,3.67,2021
345,롯데제과,229,0.04,2.96,2021
346,빙그레,228,0.02,4.35,2021
347,한국카본,227,0.02,4.8,2021
348,씨젠,226,0,0.71,2021
349,테스,226,0,3.84,2021
350,DL건설,224,0.03,3.75,2021
351,디어유,223,0,1.24,2021
352,드림텍,221,0.04,2.8,2021
353,환인제약,220,0.02,6.64,2021
354,엘비세미콘,220,0,3.76,2021
355,매일유업,219,0,4.06,2021
356,RFHIC,218,0,2.29,2021
357,삼양식품,217,0.03,3.05,2021
358,국도화학,217,0.02,4.27,2021
359,동국제약,215,0,2.21,2021
360,아세아시멘트,213,0.02,4.48,2021
361,젬백스,209,0,2.99,2021
362,송원산업,209,0.02,4.05,2021
363,한독,207,0.01,6.61,2021
364,NICE평가정보,207,0,1.9,2021
365,SK리츠,207,0.04,2.17,2021
366,금호석유우,206,0,6.36,2021
367,롯데푸드,205,0.02,4.92,2021
368,파트론,205,0,2.84,2021
369,유나이티드제약,204,0.04,2.65,2021
370,KH바텍,203,0,3.21,2021
371,LF,202,0.02,4.01,2021
372,티앤알바이오팹,200,0,3.85,2021
373,아모텍,199,0,7.71,2021
374,한진,199,0.02,4.41,2021
375,아세아제지,197,0.02,4.19,2021
376,NICE,197,0.03,3.25,2021
377,파라다이스,197,0,1.45,2021
378,락앤락,196,0.03,3.28,2021
379,한솔제지,192,0.02,5.98,2021
380,테크윙,190,0,4.34,2021
381,롯데하이마트,190,0.03,3.2,2021
382,SPC삼립,189,0.03,3.09,2021
383,제이알글로벌리츠,186,0.04,2.11,2021
384,동화기업,182,0,0.91,2021
385,큐리언트,182,0,6.75,2021
386,아미코젠,182,0,2.9,2021
387,자화전자,181,0.02,4.05,2021
388,압타바이오,179,0,2.17,2021
389,SGC에너지,178,0.03,2.57,2021
390,제이시스메디칼,176,0,3.17,2021
391,키다리스튜디오,174,0.03,3.27,2021
392,신흥에스이씨,174,0,3.55,2021
393,애경산업,171,0.02,3.41,2021
394,세아베스틸,171,0.03,2.4,2021
395,마크로젠,170,0,5.31,2021
396,미래에셋증권2우B,166,0,2.56,2021
397,유니셈,164,0,3.66,2021
398,코나아이,161,0,3.2,2021
399,HSD엔진,158,0.02,4.06,2021
400,한화3우B,158,0,4.4,2021
401,파인테크닉스,157,0,2.55,2021
402,스카이라이프,156,0.02,3.57,2021
403,더네이쳐홀딩스,153,0,3.56,2021
404,데브시스터즈,153,0,1.23,2021
405,케이씨,153,0.01,4.93,2021
406,동부건설,152,0.02,4.57,2021
407,제넥신,150,0,1.03,2021
408,금호건설,148,0.02,3.48,2021
409,크리스에프앤씨,147,0,2.85,2021
410,CJ제일제당 우,146,0,6.2,2021
411,삼익THK,146,0.01,5.29,2021
412,노바렉스,145,0,4.18,2021
413,티에스이,143,0,1.75,2021
414,고영,140,0,0.86,2021
415,농심홀딩스,140,0.02,3.98,2021
416,HK이노엔,139,0,0.92,2021
417,태광,139,0,4.83,2021
418,서울반도체,136,0,1.52,2021
419,레이,134,0,3.55,2021
420,JW중외제약,133,0.02,2.71,2021
421,피에이치에이,132,0,6.24,2021
422,네오이뮨텍(Reg.S),132,0,1.3,2021
423,한국콜마홀딩스,132,0.02,3.61,2021
424,아이센스,131,0,3.15,2021
425,비나텍,130,0,5.18,2021
426,세아제강지주,128,0.02,2.99,2021
427,와이지-원,127,0,5.63,2021
428,태영건설,127,0.02,3.1,2021
429,원티드랩,126,0,3.59,2021
430,세아제강,126,0.01,4.65,2021
431,F&F홀딩스,126,0.06,0.96,2021
432,아이마켓코리아,122,0.02,3.42,2021
433,이수화학,121,0.02,2.98,2021
434,대한제강,120,0.02,3.14,2021
435,일양약품,120,0.03,2.24,2021
436,아모레퍼시픽우,119,0,1.54,2021
437,쿠콘,117,0,1.6,2021
438,코미코,117,0,1.74,2021
439,모두투어,117,0,2.83,2021
440,E1,115,0.02,3.48,2021
441,인텔리안테크,113,0,1.34,2021
442,한국철강,113,0.02,3.16,2021
443,와이엠티,112,0,3.31,2021
444,디티알오토모티브,111,0.03,1.55,2021
445,멕아이씨에스,111,0,6.51,2021
446,지역난방공사,110,0.02,2.44,2021
447,신도리코,109,0.02,3.26,2021
448,CJ프레시웨이,108,0,3.17,2021
449,디앤씨미디어,108,0,2.12,2021
450,삼천리,108,0.02,2.92,2021
451,SFA반도체,107,0,0.85,2021
452,하이록코리아,106,0,4.64,2021
453,율촌화학,105,0.03,1.55,2021
454,애경케미칼,105,0.02,1.98,2021
455,웹젠,104,0,1.01,2021
456,네패스아크,103,0,1.69,2021
457,조이시티,103,0,2.2,2021
458,청담러닝,102,0,4.1,2021
459,화승인더,101,0.02,3.01,2021
460,화신,99,0.01,3.41,2021
461,윈스,99,0,4.89,2021
462,LG생활건강우,99,0,0.76,2021
463,세방,99,0.01,4.28,2021
464,삼영전자,97,0.01,4.26,2021
465,이오플로우,97,0,1.71,2021
466,골프존,96,0,0.88,2021
467,삼진제약,96,0.02,2.62,2021
468,이녹스,96,0,3.15,2021
469,에이치엘비,96,0,0.26,2021
470,일동제약,95,0.04,1.19,2021
471,케이엠더블유,95,0,0.58,2021
472,월덱스,94,0,1.99,2021
473,HB솔루션,92,0,2.53,2021
474,현대차3우B,92,0,4.04,2021
475,DI동일,91,0.03,1.31,2021
476,휴온스글로벌,91,0,1.97,2021
477,성광벤드,89,0,3.91,2021
478,휴온스,89,0,1.71,2021
479,SIMPAC,87,0.02,2.07,2021
480,현대코퍼레이션,86,0.01,3.87,2021
481,동성케미컬,86,0.01,3.59,2021
482,진원생명과학,85,0.06,0.68,2021
483,남해화학,84,0.02,1.6,2021
484,메디톡스,83,0,0.92,2021
485,KG이니시스,82,0,1.54,2021
486,일신방직,81,0.01,3.17,2021
487,덕산테코피아,81,0,1.43,2021
488,에스앤에스텍,81,0,1.03,2021
489,한국자산신탁,81,0.02,1.6,2021
490,대성홀딩스,81,0.04,1.07,2021
491,인탑스,80,0,1.45,2021
492,삼천당제약,80,0,0.81,2021
493,에이스테크,80,0,1.2,2021
494,와이솔,79,0,2.58,2021
495,디오,79,0,1.34,2021
496,도화엔지니어링,79,0.01,3.06,2021
497,아이원스,79,0,2.93,2021
498,카페24,79,0,1.28,2021
499,대상홀딩스,78,0.02,2.23,2021
500,KEC,76,0.03,1.42,2021
501,SBS콘텐츠허브,75,0,4.19,2021
502,미원에스씨,75,0.05,0.67,2021
503,디피씨,75,0.03,1.22,2021
504,한일현대시멘트,74,0.03,1.25,2021
505,DL이앤씨우,74,0,5,2021
506,코스맥스비티아이,74,0.01,5.63,2021
507,대양전기공업,73,0,5.06,2021
508,신성통상,73,0.02,1.49,2021
509,NEW,72,0,1.79,2021
510,한일홀딩스,71,0.02,1.83,2021
511,삼양패키징,71,0.02,1.99,2021
512,세진중공업,71,0.02,2.11,2021
513,사람인에이치알,70,0,1.45,2021
514,삼영무역,70,0.01,2.63,2021
515,HDC랩스,70,0.01,2.21,2021
516,엠로,70,0,3.15,2021
517,세종공업,69,0.01,2.85,2021
518,KPX케미칼,68,0.01,2.62,2021
519,교보증권,67,0.03,1.24,2021
520,씨에스베어링,67,0,3.82,2021
521,한미글로벌,66,0.01,4.97,2021
522,아모그린텍,66,0,3.36,2021
523,서부T&D,66,0,1.24,2021
524,에이피티씨,65,0,1.24,2021
525,풍산홀딩스,64,0.01,2.18,2021
526,네오위즈홀딩스,64,0,0.75,2021
527,노루페인트,64,0.01,2.14,2021
528,포스코강판,64,0.02,1.93,2021
529,클리오,63,0,1.99,2021
530,벽산,63,0.01,2.33,2021
531,제이에스코퍼레이션,62,0.01,2.17,2021
532,리파인,61,0,2.47,2021
533,CJ4우(전환),61,0,2.05,2021
534,계룡건설,61,0.01,2.1,2021
535,이연제약,61,0.03,0.95,2021
536,한화손해보험,60,0.02,1.37,2021
537,신대양제지,59,0.02,1.72,2021
538,일진다이아,59,0.02,1.38,2021
539,진성티이씨,59,0,2.54,2021
540,한신공영,58,0.01,3.19,2021
541,현대에너지솔루션,58,0.01,2.41,2021
542,자이언트스텝무상(보),58,0,0,2021
543,인터플렉스,57,0,1.45,2021
544,하나마이크론무상(보),57,0,0,2021
545,금강공업,57,0.01,2.5,2021
546,선진,57,0.01,2.09,2021
547,한미약품(무상),57,0,0,2021
548,신영증권,57,0.03,1.01,2021
549,코텍,57,0,3.66,2021
550,종근당(무상),56,0,0,2021
551,동성화인텍,56,0,1.69,2021
552,현대차증권,56,0.02,1.43,2021
553,아난티,56,0,0.62,2021
554,랩지노믹스,56,0,1.94,2021
555,SNT홀딩스,55,0.01,1.91,2021
556,현대리바트,55,0.01,1.76,2021
557,피엔티,55,0,0.55,2021
558,아이티엠반도체,54,0,0.55,2021
559,미원상사,54,0.05,0.53,2021
560,무림P&P,54,0.01,1.98,2021
561,아톤,54,0,2.8,2021
562,디바이스이엔지,53,0,2.51,2021
563,태경케미컬,53,0.01,3.72,2021
564,아세아,53,0.01,1.9,2021
565,신풍제약,53,0.08,0.31,2021
566,효성ITX,53,0.01,2.29,2021
567,펩트론,53,0,2.31,2021
568,GST,53,0,1.5,2021
569,대원제약,53,0.02,1.49,2021
570,에스제이그룹,52,0,2.47,2021
571,에코프로에이치엔,52,0,0.44,2021
572,삼화전기,52,0.01,2.54,2021
573,자이언트스텝,51,0,0.67,2021
574,코오롱,51,0.02,1.22,2021
575,성신양회,51,0.02,1.25,2021
576,에코마케팅,51,0,0.93,2021
577,KSS해운,50,0.01,1.82,2021
578,조이시티무상(보),50,0,0,2021
579,대덕,49,0.01,1.81,2021
580,신라교역,49,0.01,2.31,2021
581,영풍정밀,49,0,3.43,2021
582,고려제강,48,0.02,1.07,2021
583,다날,48,0,0.47,2021
584,인선이엔티,47,0,0.92,2021
585,한국쉘석유,47,0.02,1.41,2021
586,바이오니아,47,0,0.37,2021
587,호전실업,47,0,4.87,2021
588,BGF,46,0.02,0.91,2021
589,넥스틴,46,0,0.79,2021
590,피엔에이치테크무상(보),45,0,0,2021
591,한국공항,45,0.01,3.23,2021
592,서울가스,45,0.04,0.53,2021
593,피엔에이치테크,45,0,3.34,2021
594,다나와,44,0,1.29,2021
595,유니퀘스트,44,0.02,1.33,2021
596,엔에스쇼핑,44,0.02,1.02,2021
597,이노와이어리스,44,0,1.46,2021
598,다원시스,43,0,0.47,2021
599,NHN한국사이버결제배당(보),43,0,0,2021
600,대보마그네틱,42,0,1.31,2021
601,대한전선,42,0.07,0.28,2021
602,KG케미칼,42,0.02,0.98,2021
603,팜스코,42,0.01,1.86,2021
604,안랩,42,0,0.42,2021
605,솔브레인홀딩스,42,0,0.58,2021
606,앱클론,42,0,1.54,2021
607,태경비케이,42,0.01,2.97,2021
608,와이더플래닛,41,0,3.25,2021
609,사조대림,41,0.01,1.79,2021
610,한컴MDS,41,0,1.77,2021
611,대동,40,0.01,1.66,2021
612,아모레G우,40,0,3.64,2021
613,아주스틸,40,0.02,0.81,2021
614,제이씨케미칼,39,0,1.92,2021
615,광동제약,39,0.02,1,2021
616,자이에스앤디,39,0.02,1.08,2021
617,삼양통상,39,0.01,2.22,2021
618,유진투자증권,39,0.02,1.11,2021
619,ISC,38,0,0.66,2021
620,하나제약,38,0.02,1.06,2021
621,액트로,38,0,4.29,2021
622,경인양행,37,0.01,1.3,2021
623,핌스,37,0,1.72,2021
624,대한제분,37,0.01,1.43,2021
625,케이아이엔엑스,37,0,1.51,2021
626,롯데손해보험,37,0.02,0.73,2021
627,제이스텍,37,0,3.87,2021
628,제일약품,37,0.02,0.73,2021
629,하림지주,36,0,0.42,2021
630,다우데이타,36,0,0.62,2021
631,골프존뉴딘홀딩스,36,0,0.94,2021
632,KTB투자증권,36,0.01,1.15,2021
633,샘표식품,36,0.01,1.75,2021
634,피에스케이홀딩스,36,0,0.92,2021
635,오로라,35,0,3.4,2021
636,휴비스,35,0.01,1.18,2021
637,광주신세계,35,0.01,1.21,2021
638,한세예스24홀딩스,35,0.01,1.17,2021
639,태경산업,35,0.01,1.76,2021
640,위지윅스튜디오,34,0,0.2,2021
641,코웰패션,34,0,0.45,2021
642,신성이엔지,34,0.02,0.77,2021
643,대한약품,34,0,1.96,2021
644,동아지질,34,0.01,1.6,2021
645,디와이파워,34,0.01,2.35,2021
646,티앤엘,34,0,0.87,2021
647,한미사이언스(무상),33,0,0,2021
648,금화피에스시,33,0,1.74,2021
649,AK홀딩스,33,0.01,1.29,2021
650,비츠로셀,33,0,1.06,2021
651,백광산업,32,0.01,1.4,2021
652,태림포장,32,0.01,1.04,2021
653,두산우,32,0,1.01,2021
654,예스코홀딩스,32,0.01,1.5,2021
655,대한제당,32,0.01,1.19,2021
656,리메드,32,0,1.97,2021
657,삼성출판사,32,0.02,0.95,2021
658,로체시스템즈,31,0,3.38,2021
659,비덴트,31,0,0.28,2021
660,네이처셀,31,0,0.28,2021
661,강남제비스코,31,0.01,1.91,2021
662,동화약품,31,0.02,0.76,2021
663,코윈테크,31,0,1.04,2021
