종목명,섹터,변동일자,매수매도,90일_수익률,90일_시장수익률,90일_초과수익률,180일_수익률,180일_시장수익률,180일_초과수익률,270일_수익률,270일_시장수익률,270일_초과수익률,360일_수익률,360일_시장수익률,360일_초과수익률
오스코텍,기타,2022-06-21,매도,-0.21676884982232028,-0.049370440409458746,-0.16739840941286155,-0.259502690714883,-0.039536222695157795,-0.21996646801972522,-0.22996840496882923,0.002503198294675259,-0.2324716032635045,-0.07116811494294578,0.07670211453822179,-0.14787022948116757
동원시스템즈,기타,2022-06-20,매수,-0.029712360417786014,-0.042253768484281515,0.0125414080664955,-0.15224353282990866,-0.03234592913639325,-0.1198976036935154,-0.1240823295945067,0.013989766235479508,-0.1380720958299862,-0.19884356987439722,0.08013276753866966,-0.2789763374130669
롯데지주,금융,2022-06-20,매수,0.12535222389401046,-0.042253768484281515,0.167605992378292,-0.08873231742709417,-0.03234592913639325,-0.05638638829070092,-0.1647954161131278,0.013989766235479508,-0.17878518234860732,-0.18988107814635424,0.08013276753866966,-0.2700138456850239
한화시스템,정보기술,2022-06-20,매수,-0.07017552399394116,-0.042253768484281515,-0.02792175550965964,-0.23508766754994015,-0.03234592913639325,-0.2027417384135469,-0.15956935928873534,0.013989766235479508,-0.17355912552421485,0.06937802779924833,0.08013276753866966,-0.010754739739421329
진에어,산업재,2022-06-20,매도,0.2007042253521127,-0.042253768484281515,0.24295799383639421,0.15845070422535212,-0.03234592913639325,0.19079663336174538,0.1316901408450704,0.013989766235479508,0.1177003746095909,0.14014084507042254,0.08013276753866966,0.060008077531752885
제주항공,산업재,2022-06-20,매도,-0.12209306797448825,-0.042253768484281515,-0.07983929949020674,-0.056212687393527534,-0.03234592913639325,-0.02386675825713428,0.023228402948168348,0.013989766235479508,0.00923863671268884,-0.03923809544017371,0.08013276753866966,-0.11937086297884336
DB하이텍,정보기술,2022-06-20,매도,-0.28610109282560686,-0.042253768484281515,-0.24384732434132533,-0.2960289382458091,-0.03234592913639325,-0.2636830091094159,-0.11501803444218547,0.013989766235479508,-0.12900780067766499,0.19117847420553427,0.08013276753866966,0.11104570666686461
한일시멘트,기타,2022-06-17,매수,-0.1013071900651444,-0.03839519090174493,-0.06291199916339946,-0.20588233177341514,-0.04409790350097304,-0.1617844282724421,-0.23196638119481072,-0.025289533988081075,-0.20667684720672966,-0.1223451023310969,0.07573347560108977,-0.19807857793218667
카카오,통신서비스,2022-06-17,매도,-0.11357335553451688,-0.03839519090174493,-0.07517816463277194,-0.24792250018652037,-0.04409790350097304,-0.20382459668554734,-0.1541917875559901,-0.025289533988081075,-0.12890225356790905,-0.2567980966438731,0.07573347560108977,-0.3325315722449629
원익머트리얼즈,소재,2022-06-16,매수,-0.2866324508867491,-0.03408643084959379,-0.2525460200371553,-0.24293055766349117,-0.04048282163833691,-0.20244773602515426,-0.2829675888074721,-0.022729764788777983,-0.2602378240186941,-0.263159927111023,0.07113462587049564,-0.3342945529815186
효성중공업,에너지 / 유틸리티,2022-06-16,매수,0.1125000144136914,-0.03408643084959379,0.14658644526328518,0.4625000432410742,-0.04048282163833691,0.5029828648794111,0.21071418687754473,-0.022729764788777983,0.2334439516663227,0.7214284602372378,0.07113462587049564,0.6502938343667422
현대로템,정보기술,2022-06-16,매수,0.4332493972888922,-0.03408643084959379,0.467335828138486,0.39042817407049696,-0.04048282163833691,0.43091099570883384,0.2871536856574927,-0.022729764788777983,0.3098834504462707,0.7027709119137308,0.07113462587049564,0.6316362860432351
와이지엔터테인먼트,기타,2022-06-16,매도,0.05380711663873251,-0.03408643084959379,0.08789354748832631,-0.04873090167743517,-0.04048282163833691,-0.008248080039098257,0.1250319472282451,-0.022729764788777983,0.14776171201702307,0.6865270280643583,0.07113462587049564,0.6153924021938626
SK하이닉스,정보기술,2022-06-15,매도,-0.07779161209298815,-0.03747680176145008,-0.040314810331538074,-0.19367496767040773,-0.035695260835786995,-0.15797970683462073,-0.13270105670405719,-0.021120522306021627,-0.11158053439803556,0.23189348114406488,0.07289843211629785,0.15899504902776704
LX하우시스,기타,2022-06-15,매도,-0.13655908512880466,-0.03747680176145008,-0.09908228336735458,-0.26774187692371926,-0.035695260835786995,-0.23204661608793226,-0.30211019789198057,-0.021120522306021627,-0.28098967558595894,-0.04351229106175317,0.07289843211629785,-0.11641072317805101
유니드,소재,2022-06-14,매수,-0.03017232335439904,-0.04420026823474801,0.014027944880348968,-0.39616817966649,-0.05332994489876562,-0.34283823476772435,-0.4966682099931087,-0.039021741312607085,-0.4576464686805016,-0.5327692227172497,0.04635838767314925,-0.579127610390399
세아제강,소재,2022-06-13,매수,-0.0565477177056986,-0.04860430982271923,-0.00794340788297937,-0.15476183192707282,-0.057691919645350725,-0.0970699122817221,-0.21069674218695858,-0.05054884874191315,-0.16014789344504543,-0.12057952890653183,0.045745502278945416,-0.16632503118547726
레이,헬스케어,2022-06-13,매수,0.314540059347181,-0.04860430982271923,0.3631443691699002,0.31750741839762614,-0.057691919645350725,0.3751993380429769,0.7151335311572701,-0.05054884874191315,0.7656823798991832,1.3323442136498516,0.045745502278945416,1.286598711370906
풍산,소재,2022-06-13,매도,-0.08503407735168575,-0.04860430982271923,-0.03642976752896652,0.13095237826428635,-0.057691919645350725,0.18864429790963708,0.2705272285758564,-0.05054884874191315,0.32107607731776955,0.4825738514478707,0.045745502278945416,0.43682834916892527
에스티팜,기타,2022-06-10,매수,-0.09026364754187051,-0.07105524813866376,-0.019208399403206747,-0.14908720555942928,-0.0860868243615629,-0.06300038119786638,-0.2075552793740301,-0.07137106679743327,-0.13618421257659682,-0.1259651708151846,0.01744686478033204,-0.14341203559551663
한화에어로스페이스,정보기술,2022-06-10,매수,0.32825709910608525,-0.07105524813866376,0.399312347244749,0.17766496702380283,-0.0860868243615629,0.26375179138536575,0.6392232450892325,-0.07137106679743327,0.7105943118866658,0.8364100911446521,0.01744686478033204,0.8189632263643201
진성티이씨,산업재,2022-06-09,매수,-0.16115698758421967,-0.06699825791845526,-0.09415872966576441,0.15702475034252864,-0.09614385684244511,0.25316860718497375,-0.019779084938355004,-0.08792806488347098,0.06814897994511597,0.018246978883902115,0.005987556772944118,0.012259422110957997
에스엘,정보기술,2022-06-08,매수,0.2698413079870183,-0.09210055862805634,0.3619418666150746,-0.1777778029090944,-0.09028801557353502,-0.08748978733555937,-0.11450816615431765,-0.08817463704050774,-0.026333529113809914,0.1491860846140645,0.005715595195928866,0.14347048941813562
SK텔레콤,통신서비스,2022-06-08,매도,-0.060559282777835226,-0.09210055862805634,0.031541275850221116,-0.08006731134028178,-0.09028801557353502,0.010220704233253247,-0.1279410020235249,-0.08817463704050774,-0.039766364983017166,-0.06432325487635826,0.005715595195928866,-0.07003885007228712
쿠쿠홈시스,기타,2022-06-03,매도,-0.023328136050762886,-0.11015668551241788,0.086828549461655,-0.0015553509489536347,-0.10390354422376781,0.10234819327481418,-0.05720110521642473,-0.07789481690343764,0.02069371168701291,-0.20188013743998642,-0.025944918823342062,-0.17593521861664435
심텍,정보기술,2022-06-02,매도,-0.2700421261816586,-0.09363328617915545,-0.17640884000250318,-0.320675141237405,-0.09013569917721821,-0.23053944206018678,-0.3966431901853865,-0.08534064539859297,-0.31130254478679353,-0.33652220528042043,-0.021673599007200568,-0.31484860627321987
현대백화점,기타,2022-05-31,매수,-0.2341772855486098,-0.10294128608184779,-0.131235999466762,-0.24556962094295617,-0.09366314209968399,-0.15190647884327219,-0.285631548964454,-0.09450457694379448,-0.19112697202065948,-0.34386804323168946,-0.04346028694773396,-0.3004077562839555
부광약품,기타,2022-05-31,매도,-0.17476634155449344,-0.10294128608184779,-0.07182505547264566,-0.24766353375811306,-0.09366314209968399,-0.15400039165842908,-0.22336446419126962,-0.09450457694379448,-0.12885988724747516,-0.27383172665128797,-0.04346028694773396,-0.230371439703554
LG디스플레이,정보기술,2022-05-31,매도,-0.09510081652757063,-0.10294128608184779,0.007840469554277155,-0.16426510142236106,-0.09366314209968399,-0.07060195932267707,-0.1268011288115695,-0.09450457694379448,-0.03229655186777501,-0.08242072771129887,-0.04346028694773396,-0.038960440763564905
코스모신소재,소재,2022-05-27,매수,0.20934577209514854,-0.06292526560432034,0.27227103769946887,0.2168224253362727,-0.07758008849790934,0.29440251383418203,0.351401887301463,-0.08923642534931206,0.440638312650775,2.2672897606200997,-0.030037333927601183,2.297327094547701
삼성전기,정보기술,2022-05-27,매도,-0.06354520582822365,-0.06292526560432034,-0.0006199402239033119,-0.10033450092227951,-0.07758008849790934,-0.022754412424370166,-0.0016276422894267231,-0.08923642534931206,0.08760878305988534,-0.021336936634133906,-0.030037333927601183,0.008700397293467277
SK가스,기타,2022-05-26,매수,-0.07004995091608092,-0.06182702924463546,-0.008222921671445456,-0.038790942142371505,-0.0781564950360237,0.0393655528936522,0.0328075025112831,-0.0722845785678273,0.1050920810791104,0.027083439049956724,-0.020532409646379476,0.0476158486963362
오리온,필수소비재,2022-05-26,매수,0.045406602996038825,-0.06182702924463546,0.10723363224067428,0.1826822068162765,-0.0781564950360237,0.2608387018523002,0.3447216092491305,-0.0722845785678273,0.41700618781695775,0.3862122953778745,-0.020532409646379476,0.40674470502425397
지누스,기타,2022-05-26,매도,-0.267617513106185,-0.06182702924463546,-0.20579048386154952,-0.4167785306885683,-0.0781564950360237,-0.33862203565254456,-0.4262785374936985,-0.0722845785678273,-0.35399395892587115,-0.42908635223480024,-0.020532409646379476,-0.40855394258842076
한국카본,소재,2022-05-25,매수,0.12741310400481115,-0.07272223208424747,0.20013533608905862,-0.06949805672989699,-0.06853067961003842,-0.0009673771198585729,-0.0961189005250896,-0.07397538817848621,-0.02214351234660339,-0.1218993836383909,-0.022317540276785744,-0.09958184336160515
대우건설,산업재,2022-05-25,매수,-0.20948012232415902,-0.07272223208424747,-0.13675789023991156,-0.25076452599388377,-0.06853067961003842,-0.18223384638384535,-0.3065749235474006,-0.07397538817848621,-0.23259953536891442,-0.3516819571865443,-0.022317540276785744,-0.3293644169097586
대한해운,산업재,2022-05-25,매수,-0.24958677685950414,-0.07272223208424747,-0.17686454477525668,-0.2958677685950413,-0.06853067961003842,-0.2273370889850029,-0.19173553719008266,-0.07397538817848621,-0.11776014901159644,-0.36826446280991737,-0.022317540276785744,-0.34594692253313164
한미반도체,산업재,2022-05-25,매도,-0.19931268120024465,-0.07272223208424747,-0.12659044911599718,-0.1065291474699564,-0.06853067961003842,-0.03799846785991798,0.10742764618899626,-0.07397538817848621,0.18140303436748248,0.8969501328334046,-0.022317540276785744,0.9192676731101904
하이록코리아,소재,2022-05-24,매수,0.4082191306834946,-0.04790725641589695,0.4561263870993915,0.2876711919569737,-0.06447366991066969,0.3521448618676434,0.40823996701698156,-0.06994209287849586,0.4781820598954774,0.3094653720978759,-0.01964034026242584,0.3291057123603017
태광,소재,2022-05-24,매수,0.5416666054133359,-0.04790725641589695,0.5895738618292329,0.5583333340539608,-0.06447366991066969,0.6228070039646305,0.3465438763555435,-0.06994209287849586,0.41648596923403935,0.5242303784954613,-0.01964034026242584,0.5438707187578872
카카오뱅크,금융,2022-05-24,매수,-0.2868019783608147,-0.04790725641589695,-0.2388947219449178,-0.3299492176355515,-0.06447366991066969,-0.2654755477248818,-0.35714371913968473,-0.06994209287849586,-0.2872016262611889,-0.35587070454271885,-0.01964034026242584,-0.336230364280293
후성,소재,2022-05-20,매도,-0.35452788532117563,-0.07268624707831214,-0.28184163824286346,-0.493256242358957,-0.08866779174234904,-0.404588450616608,-0.47193795850027775,-0.06978009962876942,-0.40215785887150834,-0.48776437933469924,-0.038457311814071686,-0.44930706752062755
피에스케이,산업재,2022-05-19,매수,-0.2638298852871164,-0.060563041374617696,-0.20326684391249866,-0.2191489143806408,-0.06667338467587568,-0.15247552970476513,-0.19786577278036066,-0.054441208394058326,-0.14342456438630233,-0.05182517042895292,-0.02104278257430032,-0.0307823878546526
SKC,소재,2022-05-19,매수,-0.18627453005236053,-0.060563041374617696,-0.12571148867774284,-0.303921607099485,-0.06667338467587568,-0.23724822242360932,-0.39923367595959863,-0.054441208394058326,-0.34479246756554033,-0.38205004072852006,-0.02104278257430032,-0.36100725815421975
LG전자,정보기술,2022-05-19,매도,-0.03251240182705209,-0.060563041374617696,0.028050639547565606,-0.11231535133206115,-0.06667338467587568,-0.04564196665618547,0.13099356177523078,-0.054441208394058326,0.1854347701692891,0.12602883309791918,-0.02104278257430032,0.1470716156722195
SK케미칼,기타,2022-05-19,매도,-0.20655392925005908,-0.060563041374617696,-0.1459908878754414,-0.17280794835297925,-0.06667338467587568,-0.10613456367710357,-0.3190176458217519,-0.054441208394058326,-0.2645764374276936,-0.3924567912582515,-0.02104278257430032,-0.3714140086839512
두산,정보기술,2022-05-18,매도,0.0534350547755319,-0.06225484645148286,0.11568990122701475,0.16666671882936882,-0.069117053956977,0.23578377278634582,0.12129768701189403,-0.06655420865015609,0.18785189566205013,0.24385799895132115,-0.03358363051591417,0.27744162946723533
종근당,기타,2022-05-13,매도,-0.017410076813644704,-0.0337027385572675,0.016292661743622795,-0.031556074231055616,-0.04758006657375053,0.016023992342694915,-0.05907452562329703,-0.05818973659522899,-0.0008847890280680379,-0.013993396774483894,-0.049465513486635894,0.035472116712152
LG유플러스,통신서비스,2022-05-13,매도,-0.0736973819930031,-0.0337027385572675,-0.039994643435735604,-0.11833850847379189,-0.04758006657375053,-0.07075844190004135,-0.15157343877153623,-0.05818973659522899,-0.09338370217630723,-0.13617544537583137,-0.049465513486635894,-0.08670993188919549
신세계푸드,기타,2022-05-13,매도,-0.06952667914795578,-0.0337027385572675,-0.03582394059068828,-0.27514793140938615,-0.04758006657375053,-0.22756786483563562,-0.26312967204494975,-0.05818973659522899,-0.20493993544972075,-0.3389950441792546,-0.049465513486635894,-0.28952953069261866
팬오션,산업재,2022-05-12,매수,-0.270481159393619,-0.006493936694696322,-0.26398722269892266,-0.3172951661213133,-0.029579532199126714,-0.2877156339221866,-0.20766030391511436,-0.03150885273976537,-0.176151451175349,-0.30236754627212786,-0.029277573237972764,-0.2730899730341551
한미약품,기타,2022-05-12,매수,0.080755913170963,-0.006493936694696322,0.08724984986565933,-0.08419254548542553,-0.029579532199126714,-0.05461301328629881,-0.027456745213251442,-0.03150885273976537,0.004052107526513929,0.06031809993871958,-0.029277573237972764,0.08959567317669234
한국가스공사,에너지 / 유틸리티,2022-05-12,매수,-0.1005648809321834,-0.006493936694696322,-0.09407094423748708,-0.20677961378666612,-0.029579532199126714,-0.17720008158753942,-0.28474570311174535,-0.03150885273976537,-0.25323685037197996,-0.40112992288643345,-0.029277573237972764,-0.3718523496484607
이수페타시스,정보기술,2022-05-12,매수,0.06213881189083348,-0.006493936694696322,0.0686327485855298,-0.1719653162456408,-0.029579532199126714,-0.14238578404651409,0.12948702471381068,-0.03150885273976537,0.16099587745357605,0.3409905731660926,-0.029277573237972764,0.37026814640406536
롯데렌탈,정보기술,2022-05-11,매수,-0.020512887679041344,-0.02481611778106069,0.004303230102019346,-0.24871800299065394,-0.04209056410011058,-0.20662743889054336,-0.2667496637355744,-0.04727132518573757,-0.21947833854983684,-0.27336750978534624,-0.0450763604006729,-0.22829114938467335
롯데관광개발,기타,2022-05-11,매도,-0.21311475409836064,-0.02481611778106069,-0.18829863631729996,-0.23934426229508196,-0.04209056410011058,-0.19725369819497138,-0.03016393442622951,-0.04727132518573757,0.017107390759508057,-0.2813114754098361,-0.0450763604006729,-0.2362351150091632
인터로조,헬스케어,2022-05-10,매수,-0.049999922930635626,-0.026427317542835276,-0.02357260538780035,-0.18906253099528578,-0.04367322300482064,-0.14538930799046512,-0.058299690321890585,-0.04884542443192663,-0.009454265889963953,0.18909617344600024,-0.040653809737379774,0.22974998318338002
종근당홀딩스,기타,2022-05-09,매도,-0.062404871529117764,-0.026427317542835276,-0.03597755398628249,-0.17960421664315013,-0.04367322300482064,-0.1359309936383295,-0.13234312394502656,-0.04430478651235343,-0.08803833743267314,-0.19164343423638752,-0.038531767635026436,-0.15311166660136108
풀무원,필수소비재,2022-05-09,매도,-0.07443366013200103,-0.026427317542835276,-0.04800634258916576,-0.2750809624357445,-0.04367322300482064,-0.23140773943092385,-0.2731649598880489,-0.04430478651235343,-0.22886017337569547,-0.31757173812690354,-0.038531767635026436,-0.2790399704918771
대동,산업재,2022-05-04,매수,-0.29129129657884945,-0.0688945446780241,-0.22239675190082536,-0.3333333535719167,-0.12292493877496312,-0.21040841479695355,-0.2559090400182439,-0.07363772412366294,-0.18227131589458095,-0.3539911589367725,-0.06596657508251555,-0.288024583854257
한국콜마,소재,2022-05-04,매수,-0.149720753984795,-0.0688945446780241,-0.08082620930677091,-0.19553067522295786,-0.12292493877496312,-0.07260573644799474,-0.010004569372706064,-0.07363772412366294,0.06363315475095688,-0.1071958210976397,-0.06596657508251555,-0.04122924601512415
현대오토에버,정보기술,2022-05-03,매수,-0.05797098802854451,-0.07075648018373712,0.012785492155192611,-0.17391312030982667,-0.12387054242016969,-0.05004257788965698,-0.15495452712998203,-0.0746364659458589,-0.08031806118412313,-0.08386227348092529,-0.06697358742432484,-0.016888686056600447
LX인터내셔널,기타,2022-05-02,매수,-0.15214565224106194,-0.07317341938144742,-0.07897223285961452,0.0884265245558041,-0.12614933326792513,0.21457585782372923,-0.033264795777313914,-0.08132991212136491,0.048065116344050994,-0.15095433941138794,-0.06922921438853104,-0.0817251250228569
SNT모티브,정보기술,2022-05-02,매수,-0.09681084475734969,-0.07317341938144742,-0.02363742537590227,-0.07628388077030046,-0.12614933326792513,0.04986545249762467,-0.03892100081186914,-0.08132991212136491,0.04240891130949577,0.010445850456486232,-0.06922921438853104,0.07967506484501727
두산에너빌리티,산업재,2022-05-02,매도,-0.07823960880195599,-0.07317341938144742,-0.005066189420508571,-0.2713936430317848,-0.12614933326792513,-0.14524430976385969,-0.1882640586797066,-0.08132991212136491,-0.1069341465583417,-0.23863080684596577,-0.06922921438853104,-0.16940159245743475
대웅제약,기타,2022-04-29,매수,-0.008196673847330586,-0.08667746179994881,0.07848078795261823,-0.10382514039026224,-0.13351517471130567,0.029690034321043432,-0.18649859447686667,-0.09075159039489805,-0.09574700408196862,-0.39439951427886183,-0.0718057238363337,-0.3225937904425281
한미사이언스,금융,2022-04-28,매수,-0.2241713465743076,-0.08542482778983308,-0.13874651878447453,-0.37524361165677833,-0.14016168164876586,-0.23508193000801247,-0.39006728833417326,-0.06878000343948983,-0.32128728489468344,-0.12409658144692781,-0.06221577645842194,-0.06188080498850587
미래에셋증권,금융,2022-04-28,매도,-0.1843434160064116,-0.08542482778983308,-0.09891858821657852,-0.19823242603849475,-0.14016168164876586,-0.058070744389728896,-0.08190026505003248,-0.06878000343948983,-0.013120261610542652,-0.09622524405062825,-0.06221577645842194,-0.03400946759220631
대덕전자,정보기술,2022-04-25,매수,-0.08225811432754378,-0.07738796817671793,-0.004870146150825844,-0.2274192955188253,-0.14629694354921402,-0.08112235196961129,-0.290795006829113,-0.07093367233868487,-0.21986133449042816,-0.2940859640223516,-0.06484432913950196,-0.22924163488284965
상아프론테크,기타,2022-04-25,매도,-0.15915118677131518,-0.07738796817671793,-0.08176321859459725,-0.33687012660531235,-0.14629694354921402,-0.19057318305609833,-0.17338320117338799,-0.07093367233868487,-0.10244952883470311,-0.10260696296877621,-0.06484432913950196,-0.03776263382927425
CJ제일제당,필수소비재,2022-04-22,매수,-0.0399594617006813,-0.10691716887099796,0.06695770717031665,-0.02419113506582557,-0.17363780196799347,0.1494466669021679,-0.16616940225597518,-0.11441151015860282,-0.05175789209737236,-0.22384387970634317,-0.05927070218582096,-0.16457317752052222
BNK금융지주,금융,2022-04-21,매도,-0.17042610910458753,-0.11555195696583045,-0.05487415213875707,-0.22055154782131917,-0.18035637134725543,-0.04019517647406373,-0.01798332302488397,-0.12203970953081,0.10405638650592604,-0.06735860389725533,-0.06737386829662736,1.5264399372036386e-05
자화전자,정보기술,2022-04-20,매수,-0.20189274447949526,-0.11586462847509024,-0.08602811600440502,-0.3832807570977918,-0.1859608249248322,-0.1973199321729596,-0.16561514195583596,-0.11896536148338047,-0.04664978047245549,0.0,-0.06410809721550961,0.06410809721550961
HDC,금융,2022-04-18,매도,-0.07002814248339831,-0.11141725773764824,0.04138911525424993,-0.21428572538890708,-0.17825934506156432,-0.03602638032734276,-0.11979268029564338,-0.1161698781694561,-0.0036228021261872773,-0.012879058670498688,-0.0438621141781977,0.03098305550769901
한화투자증권,금융,2022-04-15,매수,-0.33233233233233234,-0.11468956707840633,-0.217642765253926,-0.4954954954954955,-0.16546742198857528,-0.3300280735069202,-0.4194194194194194,-0.10986400329908498,-0.30955541612033444,-0.4174174174174174,-0.046204485676164815,-0.3712129317412526
현대홈쇼핑,기타,2022-04-15,매도,-0.1114923738491878,-0.11468956707840633,0.003197193229218534,-0.2246998343716151,-0.16546742198857528,-0.059232412383039806,-0.011396511029189324,-0.10986400329908498,0.09846749226989565,-0.12712251775428887,-0.046204485676164815,-0.08091803207812406
환인제약,기타,2022-04-15,매도,-0.05322119003883139,-0.11468956707840633,0.06146837703957494,-0.022409046654104526,-0.16546742198857528,0.14305837533447074,-0.0025573103399413525,-0.10986400329908498,0.10730669295914363,-0.05385465175129858,-0.046204485676164815,-0.007650166075133767
한화,소재,2022-04-15,매도,-0.20098852072657802,-0.11468956707840633,-0.0862989536481717,-0.159802281690873,-0.16546742198857528,0.0056651402977022924,-0.06026913789276778,-0.10986400329908498,0.049594865406317204,-0.11106531478752193,-0.046204485676164815,-0.06486082911135713
SK텔레콤,통신서비스,2022-04-15,매도,-0.09034825525099124,-0.11468956707840633,0.024341311827415085,-0.12916531717041022,-0.16546742198857528,0.036302104818165065,-0.17777294273388689,-0.10986400329908498,-0.0679089394348019,-0.1330472305929719,-0.046204485676164815,-0.0868427449168071
서흥,소재,2022-04-15,매도,-0.1321243382144746,-0.11468956707840633,-0.017434771136068283,-0.1709844376893201,-0.16546742198857528,-0.0055170157007448095,-0.1454159298654258,-0.10986400329908498,-0.03555192656634083,-0.21881581126491187,-0.046204485676164815,-0.17261132558874706
리노공업,정보기술,2022-04-12,매수,-0.26279864166899575,-0.12591310356659574,-0.1368855381024,-0.18430036912710038,-0.1703227734307518,-0.013977595696348571,-0.07491318392952845,-0.10524753665391412,0.03033435272438567,-0.1994552968048617,-0.039411157086267766,-0.16004413971859394
성광벤드,소재,2022-04-08,매수,0.22531936627494958,-0.13767633562029932,0.3629957018952489,0.736353356865526,-0.18823941891348336,0.9245927757790094,0.46251455032584027,-0.12968495850705875,0.5921995088328991,0.42624433378080956,-0.07775913435532719,0.5040034681361367
현대코퍼레이션,기타,2022-04-07,매수,-0.10365849089940887,-0.14025212087797742,0.03659362997856855,-0.009146363475739362,-0.17175224272822107,0.1626058792524817,0.010144636523307047,-0.15056053376112083,0.16070517028442788,0.0006745290659158549,-0.07620951649044493,0.07688404555636077
